agency_cd,site_no,Date,Flow,Flow_cd
USGS,09521000,1917-05-05,48700,A
USGS,09521000,1917-05-06,51200,A
USGS,09521000,1917-05-07,53700,A
USGS,09521000,1917-05-08,53500,A
USGS,09521000,1917-05-09,51000,A
USGS,09521000,1917-05-10,49600,A
USGS,09521000,1917-05-11,46400,A
USGS,09521000,1917-05-12,43500,A
USGS,09521000,1917-05-13,40600,A
USGS,09521000,1917-05-14,37800,A
USGS,09521000,1917-05-15,37200,A
USGS,09521000,1917-05-16,35100,A
USGS,09521000,1917-05-17,34000,A
USGS,09521000,1917-05-18,32700,A
USGS,09521000,1917-05-19,36100,A
USGS,09521000,1917-05-20,38000,A
USGS,09521000,1917-05-21,42500,A
USGS,09521000,1917-05-22,45200,A
USGS,09521000,1917-05-23,48200,A
USGS,09521000,1917-05-24,49200,A
USGS,09521000,1917-05-25,50300,A
USGS,09521000,1917-05-26,55200,A
USGS,09521000,1917-05-27,60800,A
USGS,09521000,1917-05-28,65400,A
USGS,09521000,1917-05-29,72000,A
USGS,09521000,1917-05-30,78800,A
USGS,09521000,1917-05-31,85500,A
USGS,09521000,1917-06-01,91200,A
USGS,09521000,1917-06-02,95200,A
USGS,09521000,1917-06-03,93800,A
USGS,09521000,1917-06-04,86500,A
USGS,09521000,1917-06-05,87700,A
USGS,09521000,1917-06-06,83400,A
USGS,09521000,1917-06-07,76800,A
USGS,09521000,1917-06-08,74300,A
USGS,09521000,1917-06-09,72200,A
USGS,09521000,1917-06-10,70300,A
USGS,09521000,1917-06-11,70000,A
USGS,09521000,1917-06-12,69500,A
USGS,09521000,1917-06-13,69700,A
USGS,09521000,1917-06-14,69000,A
USGS,09521000,1917-06-15,68600,A
USGS,09521000,1917-06-16,70500,A
USGS,09521000,1917-06-17,71500,A
USGS,09521000,1917-06-18,72200,A
USGS,09521000,1917-06-19,76500,A
USGS,09521000,1917-06-20,82700,A
USGS,09521000,1917-06-21,86200,A
USGS,09521000,1917-06-22,91900,A
USGS,09521000,1917-06-23,99500,A
USGS,09521000,1917-06-24,111000,A
USGS,09521000,1917-06-25,115000,A
USGS,09521000,1917-06-26,122000,A
USGS,09521000,1917-06-27,126000,A
USGS,09521000,1917-06-28,129000,A
USGS,09521000,1917-06-29,132000,A
USGS,09521000,1917-06-30,134000,A
USGS,09521000,1917-07-01,141000,A
USGS,09521000,1917-07-02,140000,A
USGS,09521000,1917-07-03,141000,A
USGS,09521000,1917-07-04,143000,A
USGS,09521000,1917-07-05,138000,A
USGS,09521000,1917-07-06,135000,A
USGS,09521000,1917-07-07,136000,A
USGS,09521000,1917-07-08,137000,A
USGS,09521000,1917-07-09,137000,A
USGS,09521000,1917-07-10,139000,A
USGS,09521000,1917-07-11,139000,A
USGS,09521000,1917-07-12,127000,A
USGS,09521000,1917-07-13,120000,A
USGS,09521000,1917-07-14,114000,A
USGS,09521000,1917-07-15,101000,A
USGS,09521000,1917-07-16,89600,A
USGS,09521000,1917-07-17,85500,A
USGS,09521000,1917-07-18,82200,A
USGS,09521000,1917-07-19,77700,A
USGS,09521000,1917-07-20,73100,A
USGS,09521000,1917-07-21,68200,A
USGS,09521000,1917-07-22,60600,A
USGS,09521000,1917-07-23,54400,A
USGS,09521000,1917-07-24,50500,A
USGS,09521000,1917-07-25,45500,A
USGS,09521000,1917-07-26,42400,A
USGS,09521000,1917-07-27,39700,A
USGS,09521000,1917-07-28,40500,A
USGS,09521000,1917-07-29,39200,A
USGS,09521000,1917-07-30,34800,A
USGS,09521000,1917-07-31,39800,A
USGS,09521000,1917-08-01,41600,A
USGS,09521000,1917-08-02,43500,A
USGS,09521000,1917-08-03,41700,A
USGS,09521000,1917-08-04,38100,A
USGS,09521000,1917-08-05,35500,A
USGS,09521000,1917-08-06,33000,A
USGS,09521000,1917-08-07,30300,A
USGS,09521000,1917-08-08,29700,A
USGS,09521000,1917-08-09,29100,A
USGS,09521000,1917-08-10,29100,A
USGS,09521000,1917-08-11,27300,A
USGS,09521000,1917-08-12,25300,A
USGS,09521000,1917-08-13,24000,A
USGS,09521000,1917-08-14,21000,A
USGS,09521000,1917-08-15,19300,A
USGS,09521000,1917-08-16,18800,A
USGS,09521000,1917-08-17,18400,A
USGS,09521000,1917-08-18,18100,A
USGS,09521000,1917-08-19,18600,A
USGS,09521000,1917-08-20,18900,A
USGS,09521000,1917-08-21,16500,A
USGS,09521000,1917-08-22,17300,A
USGS,09521000,1917-08-23,17500,A
USGS,09521000,1917-08-24,17500,A
USGS,09521000,1917-08-25,17100,A
USGS,09521000,1917-08-26,16300,A
USGS,09521000,1917-08-27,13800,A
USGS,09521000,1917-08-28,13300,A
USGS,09521000,1917-08-29,13500,A
USGS,09521000,1917-08-30,11600,A
USGS,09521000,1917-08-31,11500,A
USGS,09521000,1917-09-01,11400,A
USGS,09521000,1917-09-02,12200,A
USGS,09521000,1917-09-03,10800,A
USGS,09521000,1917-09-04,9800,A
USGS,09521000,1917-09-05,8800,A
USGS,09521000,1917-09-06,8300,A
USGS,09521000,1917-09-07,8200,A
USGS,09521000,1917-09-08,8000,A
USGS,09521000,1917-09-09,8500,A
USGS,09521000,1917-09-10,8400,A
USGS,09521000,1917-09-11,7900,A
USGS,09521000,1917-09-12,7700,A
USGS,09521000,1917-09-13,7600,A
USGS,09521000,1917-09-14,7500,A
USGS,09521000,1917-09-15,7200,A
USGS,09521000,1917-09-16,7100,A
USGS,09521000,1917-09-17,6700,A
USGS,09521000,1917-09-18,7300,A
USGS,09521000,1917-09-19,9900,A
USGS,09521000,1917-09-20,9800,A
USGS,09521000,1917-09-21,9600,A
USGS,09521000,1917-09-22,9900,A
USGS,09521000,1917-09-23,9800,A
USGS,09521000,1917-09-24,9300,A
USGS,09521000,1917-09-25,9700,A
USGS,09521000,1917-09-26,10000,A
USGS,09521000,1917-09-27,10000,A
USGS,09521000,1917-09-28,10100,A
USGS,09521000,1917-09-29,9400,A
USGS,09521000,1917-09-30,9300,A
USGS,09521000,1917-10-01,8100,A
USGS,09521000,1917-10-02,8300,A
USGS,09521000,1917-10-03,8700,A
USGS,09521000,1917-10-04,8500,A
USGS,09521000,1917-10-05,8600,A
USGS,09521000,1917-10-06,8500,A
USGS,09521000,1917-10-07,8300,A
USGS,09521000,1917-10-08,8200,A
USGS,09521000,1917-10-09,8200,A
USGS,09521000,1917-10-10,8200,A
USGS,09521000,1917-10-11,8100,A
USGS,09521000,1917-10-12,8100,A
USGS,09521000,1917-10-13,8300,A
USGS,09521000,1917-10-14,8300,A
USGS,09521000,1917-10-15,8300,A
USGS,09521000,1917-10-16,7700,A
USGS,09521000,1917-10-17,7700,A
USGS,09521000,1917-10-18,7500,A
USGS,09521000,1917-10-19,7200,A
USGS,09521000,1917-10-20,7300,A
USGS,09521000,1917-10-21,7200,A
USGS,09521000,1917-10-22,7100,A
USGS,09521000,1917-10-23,6900,A
USGS,09521000,1917-10-24,6800,A
USGS,09521000,1917-10-25,6800,A
USGS,09521000,1917-10-26,6700,A
USGS,09521000,1917-10-27,6900,A
USGS,09521000,1917-10-28,6800,A
USGS,09521000,1917-10-29,5600,A
USGS,09521000,1917-10-30,5800,A
USGS,09521000,1917-10-31,5900,A
USGS,09521000,1917-11-01,8200,A
USGS,09521000,1917-11-02,7400,A
USGS,09521000,1917-11-03,8000,A
USGS,09521000,1917-11-04,7600,A
USGS,09521000,1917-11-05,5900,A
USGS,09521000,1917-11-06,6200,A
USGS,09521000,1917-11-07,6500,A
USGS,09521000,1917-11-08,6700,A
USGS,09521000,1917-11-09,7600,A
USGS,09521000,1917-11-10,7900,A
USGS,09521000,1917-11-11,7000,A
USGS,09521000,1917-11-12,6800,A
USGS,09521000,1917-11-13,6700,A
USGS,09521000,1917-11-14,6600,A
USGS,09521000,1917-11-15,7200,A
USGS,09521000,1917-11-16,7500,A
USGS,09521000,1917-11-17,7500,A
USGS,09521000,1917-11-18,7400,A
USGS,09521000,1917-11-19,6400,A
USGS,09521000,1917-11-20,6800,A
USGS,09521000,1917-11-21,7200,A
USGS,09521000,1917-11-22,7200,A
USGS,09521000,1917-11-23,7300,A
USGS,09521000,1917-11-24,7200,A
USGS,09521000,1917-11-25,7000,A
USGS,09521000,1917-11-26,6800,A
USGS,09521000,1917-11-27,6900,A
USGS,09521000,1917-11-28,7000,A
USGS,09521000,1917-11-29,7100,A
USGS,09521000,1917-11-30,7300,A
USGS,09521000,1917-12-01,7600,A
USGS,09521000,1917-12-02,7500,A
USGS,09521000,1917-12-03,6800,A
USGS,09521000,1917-12-04,6600,A
USGS,09521000,1917-12-05,6400,A
USGS,09521000,1917-12-06,7000,A
USGS,09521000,1917-12-07,7200,A
USGS,09521000,1917-12-08,7300,A
USGS,09521000,1917-12-09,7300,A
USGS,09521000,1917-12-10,7300,A
USGS,09521000,1917-12-11,7100,A
USGS,09521000,1917-12-12,7200,A
USGS,09521000,1917-12-13,7500,A
USGS,09521000,1917-12-14,7700,A
USGS,09521000,1917-12-15,7700,A
USGS,09521000,1917-12-16,7500,A
USGS,09521000,1917-12-17,7000,A
USGS,09521000,1917-12-18,6600,A
USGS,09521000,1917-12-19,6000,A
USGS,09521000,1917-12-20,6100,A
USGS,09521000,1917-12-21,6200,A
USGS,09521000,1917-12-22,6700,A
USGS,09521000,1917-12-23,6200,A
USGS,09521000,1917-12-24,6200,A
USGS,09521000,1917-12-25,6600,A
USGS,09521000,1917-12-26,6600,A
USGS,09521000,1917-12-27,6400,A
USGS,09521000,1917-12-28,6200,A
USGS,09521000,1917-12-29,6400,A
USGS,09521000,1917-12-30,6400,A
USGS,09521000,1917-12-31,6300,A
USGS,09521000,1918-01-01,6500,A
USGS,09521000,1918-01-02,6700,A
USGS,09521000,1918-01-03,6700,A
USGS,09521000,1918-01-04,7000,A
USGS,09521000,1918-01-05,7200,A
USGS,09521000,1918-01-06,7600,A
USGS,09521000,1918-01-07,7700,A
USGS,09521000,1918-01-08,7500,A
USGS,09521000,1918-01-09,7400,A
USGS,09521000,1918-01-10,7500,A
USGS,09521000,1918-01-11,7300,A
USGS,09521000,1918-01-12,7300,A
USGS,09521000,1918-01-13,7300,A
USGS,09521000,1918-01-14,7200,A
USGS,09521000,1918-01-15,7100,A
USGS,09521000,1918-01-16,7000,A
USGS,09521000,1918-01-17,6900,A
USGS,09521000,1918-01-18,6900,A
USGS,09521000,1918-01-19,7500,A
USGS,09521000,1918-01-20,7400,A
USGS,09521000,1918-01-21,7100,A
USGS,09521000,1918-01-22,6500,A
USGS,09521000,1918-01-23,5500,A
USGS,09521000,1918-01-24,5400,A
USGS,09521000,1918-01-25,5300,A
USGS,09521000,1918-01-26,5200,A
USGS,09521000,1918-01-27,5600,A
USGS,09521000,1918-01-28,5000,A
USGS,09521000,1918-01-29,4700,A
USGS,09521000,1918-01-30,5000,A
USGS,09521000,1918-01-31,5400,A
USGS,09521000,1918-02-01,5400,A
USGS,09521000,1918-02-02,5800,A
USGS,09521000,1918-02-03,6300,A
USGS,09521000,1918-02-04,7000,A
USGS,09521000,1918-02-05,6100,A
USGS,09521000,1918-02-06,5300,A
USGS,09521000,1918-02-07,5500,A
USGS,09521000,1918-02-08,5700,A
USGS,09521000,1918-02-09,5800,A
USGS,09521000,1918-02-10,5900,A
USGS,09521000,1918-02-11,5200,A
USGS,09521000,1918-02-12,5000,A
USGS,09521000,1918-02-13,4900,A
USGS,09521000,1918-02-14,4900,A
USGS,09521000,1918-02-15,4900,A
USGS,09521000,1918-02-16,4900,A
USGS,09521000,1918-02-17,4900,A
USGS,09521000,1918-02-18,5100,A
USGS,09521000,1918-02-19,5200,A
USGS,09521000,1918-02-20,5500,A
USGS,09521000,1918-02-21,6200,A
USGS,09521000,1918-02-22,6800,A
USGS,09521000,1918-02-23,6900,A
USGS,09521000,1918-02-24,6700,A
USGS,09521000,1918-02-25,6600,A
USGS,09521000,1918-02-26,6700,A
USGS,09521000,1918-02-27,6900,A
USGS,09521000,1918-02-28,6600,A
USGS,09521000,1918-03-01,6700,A
USGS,09521000,1918-03-02,7600,A
USGS,09521000,1918-03-03,7300,A
USGS,09521000,1918-03-04,7000,A
USGS,09521000,1918-03-05,7300,A
USGS,09521000,1918-03-06,7200,A
USGS,09521000,1918-03-07,7100,A
USGS,09521000,1918-03-08,8400,A
USGS,09521000,1918-03-09,8400,A
USGS,09521000,1918-03-10,8300,A
USGS,09521000,1918-03-11,21800,A
USGS,09521000,1918-03-12,24300,A
USGS,09521000,1918-03-13,14200,A
USGS,09521000,1918-03-14,16800,A
USGS,09521000,1918-03-15,40000,A
USGS,09521000,1918-03-16,49300,A
USGS,09521000,1918-03-17,28900,A
USGS,09521000,1918-03-18,27200,A
USGS,09521000,1918-03-19,26300,A
USGS,09521000,1918-03-20,23000,A
USGS,09521000,1918-03-21,21100,A
USGS,09521000,1918-03-22,19600,A
USGS,09521000,1918-03-23,17500,A
USGS,09521000,1918-03-24,16500,A
USGS,09521000,1918-03-25,14300,A
USGS,09521000,1918-03-26,13000,A
USGS,09521000,1918-03-27,12800,A
USGS,09521000,1918-03-28,12000,A
USGS,09521000,1918-03-29,11700,A
USGS,09521000,1918-03-30,11500,A
USGS,09521000,1918-03-31,11200,A
USGS,09521000,1918-04-01,10000,A
USGS,09521000,1918-04-02,9800,A
USGS,09521000,1918-04-03,9400,A
USGS,09521000,1918-04-04,9800,A
USGS,09521000,1918-04-05,10300,A
USGS,09521000,1918-04-06,11200,A
USGS,09521000,1918-04-07,11200,A
USGS,09521000,1918-04-08,10500,A
USGS,09521000,1918-04-09,10500,A
USGS,09521000,1918-04-10,10600,A
USGS,09521000,1918-04-11,11000,A
USGS,09521000,1918-04-12,12800,A
USGS,09521000,1918-04-13,13700,A
USGS,09521000,1918-04-14,13300,A
USGS,09521000,1918-04-15,13100,A
USGS,09521000,1918-04-16,13700,A
USGS,09521000,1918-04-17,13500,A
USGS,09521000,1918-04-18,13000,A
USGS,09521000,1918-04-19,11300,A
USGS,09521000,1918-04-20,11600,A
USGS,09521000,1918-04-21,12800,A
USGS,09521000,1918-04-22,14100,A
USGS,09521000,1918-04-23,15100,A
USGS,09521000,1918-04-24,17800,A
USGS,09521000,1918-04-25,17400,A
USGS,09521000,1918-04-26,17000,A
USGS,09521000,1918-04-27,17000,A
USGS,09521000,1918-04-28,16200,A
USGS,09521000,1918-04-29,15700,A
USGS,09521000,1918-04-30,13100,A
USGS,09521000,1918-05-01,12200,A
USGS,09521000,1918-05-02,11600,A
USGS,09521000,1918-05-03,11100,A
USGS,09521000,1918-05-04,11500,A
USGS,09521000,1918-05-05,14000,A
USGS,09521000,1918-05-06,14900,A
USGS,09521000,1918-05-07,15400,A
USGS,09521000,1918-05-08,15600,A
USGS,09521000,1918-05-09,15400,A
USGS,09521000,1918-05-10,15500,A
USGS,09521000,1918-05-11,16100,A
USGS,09521000,1918-05-12,18700,A
USGS,09521000,1918-05-13,23000,A
USGS,09521000,1918-05-14,27600,A
USGS,09521000,1918-05-15,30500,A
USGS,09521000,1918-05-16,32800,A
USGS,09521000,1918-05-17,34300,A
USGS,09521000,1918-05-18,34700,A
USGS,09521000,1918-05-19,34500,A
USGS,09521000,1918-05-20,34000,A
USGS,09521000,1918-05-21,34400,A
USGS,09521000,1918-05-22,35100,A
USGS,09521000,1918-05-23,36800,A
USGS,09521000,1918-05-24,38600,A
USGS,09521000,1918-05-25,45900,A
USGS,09521000,1918-05-26,47900,A
USGS,09521000,1918-05-27,47900,A
USGS,09521000,1918-05-28,47100,A
USGS,09521000,1918-05-29,47000,A
USGS,09521000,1918-05-30,47900,A
USGS,09521000,1918-05-31,48800,A
USGS,09521000,1918-06-01,49900,A
USGS,09521000,1918-06-02,50000,A
USGS,09521000,1918-06-03,49600,A
USGS,09521000,1918-06-04,49900,A
USGS,09521000,1918-06-05,49800,A
USGS,09521000,1918-06-06,48200,A
USGS,09521000,1918-06-07,46500,A
USGS,09521000,1918-06-08,45000,A
USGS,09521000,1918-06-09,41400,A
USGS,09521000,1918-06-10,39300,A
USGS,09521000,1918-06-11,40300,A
USGS,09521000,1918-06-12,41400,A
USGS,09521000,1918-06-13,46200,A
USGS,09521000,1918-06-14,48100,A
USGS,09521000,1918-06-15,50400,A
USGS,09521000,1918-06-16,52000,A
USGS,09521000,1918-06-17,52600,A
USGS,09521000,1918-06-18,57600,A
USGS,09521000,1918-06-19,61600,A
USGS,09521000,1918-06-20,67300,A
USGS,09521000,1918-06-21,72100,A
USGS,09521000,1918-06-22,79300,A
USGS,09521000,1918-06-23,82300,A
USGS,09521000,1918-06-24,85500,A
USGS,09521000,1918-06-25,88100,A
USGS,09521000,1918-06-26,90700,A
USGS,09521000,1918-06-27,91300,A
USGS,09521000,1918-06-28,92000,A
USGS,09521000,1918-06-29,92100,A
USGS,09521000,1918-06-30,92200,A
USGS,09521000,1918-07-01,92300,A
USGS,09521000,1918-07-02,93000,A
USGS,09521000,1918-07-03,94300,A
USGS,09521000,1918-07-04,92000,A
USGS,09521000,1918-07-05,88600,A
USGS,09521000,1918-07-06,75800,A
USGS,09521000,1918-07-07,62800,A
USGS,09521000,1918-07-08,50000,A
USGS,09521000,1918-07-09,43000,A
USGS,09521000,1918-07-10,37400,A
USGS,09521000,1918-07-11,34300,A
USGS,09521000,1918-07-12,33200,A
USGS,09521000,1918-07-13,33100,A
USGS,09521000,1918-07-14,33000,A
USGS,09521000,1918-07-15,33100,A
USGS,09521000,1918-07-16,34200,A
USGS,09521000,1918-07-17,35300,A
USGS,09521000,1918-07-18,38900,A
USGS,09521000,1918-07-19,40500,A
USGS,09521000,1918-07-20,37000,A
USGS,09521000,1918-07-21,32300,A
USGS,09521000,1918-07-22,32000,A
USGS,09521000,1918-07-23,29300,A
USGS,09521000,1918-07-24,26500,A
USGS,09521000,1918-07-25,24500,A
USGS,09521000,1918-07-26,22400,A
USGS,09521000,1918-07-27,20900,A
USGS,09521000,1918-07-28,19500,A
USGS,09521000,1918-07-29,18100,A
USGS,09521000,1918-07-30,17300,A
USGS,09521000,1918-07-31,16400,A
USGS,09521000,1918-08-01,16100,A
USGS,09521000,1918-08-02,15200,A
USGS,09521000,1918-08-03,14700,A
USGS,09521000,1918-08-04,14200,A
USGS,09521000,1918-08-05,13700,A
USGS,09521000,1918-08-06,12800,A
USGS,09521000,1918-08-07,11800,A
USGS,09521000,1918-08-08,11200,A
USGS,09521000,1918-08-09,10800,A
USGS,09521000,1918-08-10,11800,A
USGS,09521000,1918-08-11,19600,A
USGS,09521000,1918-08-12,14700,A
USGS,09521000,1918-08-13,18500,A
USGS,09521000,1918-08-14,12100,A
USGS,09521000,1918-08-15,12200,A
USGS,09521000,1918-08-16,12400,A
USGS,09521000,1918-08-17,11500,A
USGS,09521000,1918-08-18,11000,A
USGS,09521000,1918-08-19,9600,A
USGS,09521000,1918-08-20,10000,A
USGS,09521000,1918-08-21,8800,A
USGS,09521000,1918-08-22,9000,A
USGS,09521000,1918-08-23,9100,A
USGS,09521000,1918-08-24,9200,A
USGS,09521000,1918-08-25,9300,A
USGS,09521000,1918-08-26,9400,A
USGS,09521000,1918-08-27,9200,A
USGS,09521000,1918-08-28,8600,A
USGS,09521000,1918-08-29,7500,A
USGS,09521000,1918-08-30,7100,A
USGS,09521000,1918-08-31,7000,A
USGS,09521000,1918-09-01,6000,A
USGS,09521000,1918-09-02,5400,A
USGS,09521000,1918-09-03,5200,A
USGS,09521000,1918-09-04,7200,A
USGS,09521000,1918-09-05,5200,A
USGS,09521000,1918-09-06,5500,A
USGS,09521000,1918-09-07,5800,A
USGS,09521000,1918-09-08,6100,A
USGS,09521000,1918-09-09,5100,A
USGS,09521000,1918-09-10,5600,A
USGS,09521000,1918-09-11,5300,A
USGS,09521000,1918-09-12,4500,A
USGS,09521000,1918-09-13,4100,A
USGS,09521000,1918-09-14,4600,A
USGS,09521000,1918-09-15,5000,A
USGS,09521000,1918-09-16,5900,A
USGS,09521000,1918-09-17,6800,A
USGS,09521000,1918-09-18,5700,A
USGS,09521000,1918-09-19,5800,A
USGS,09521000,1918-09-20,6200,A
USGS,09521000,1918-09-21,14000,A
USGS,09521000,1918-09-22,12000,A
USGS,09521000,1918-09-23,9800,A
USGS,09521000,1918-09-24,8300,A
USGS,09521000,1918-09-25,8200,A
USGS,09521000,1918-09-26,9100,A
USGS,09521000,1918-09-27,10000,A
USGS,09521000,1918-09-28,8200,A
USGS,09521000,1918-09-29,7800,A
USGS,09521000,1918-09-30,6400,A
USGS,09521000,1918-10-01,6500,A
USGS,09521000,1918-10-02,6600,A
USGS,09521000,1918-10-03,7000,A
USGS,09521000,1918-10-04,8500,A
USGS,09521000,1918-10-05,14000,A
USGS,09521000,1918-10-06,9000,A
USGS,09521000,1918-10-07,8900,A
USGS,09521000,1918-10-08,8100,A
USGS,09521000,1918-10-09,8000,A
USGS,09521000,1918-10-10,7900,A
USGS,09521000,1918-10-11,7700,A
USGS,09521000,1918-10-12,8100,A
USGS,09521000,1918-10-13,8200,A
USGS,09521000,1918-10-14,5800,A
USGS,09521000,1918-10-15,6400,A
USGS,09521000,1918-10-16,6500,A
USGS,09521000,1918-10-17,6000,A
USGS,09521000,1918-10-18,6300,A
USGS,09521000,1918-10-19,6500,A
USGS,09521000,1918-10-20,7600,A
USGS,09521000,1918-10-21,7700,A
USGS,09521000,1918-10-22,7000,A
USGS,09521000,1918-10-23,6800,A
USGS,09521000,1918-10-24,7900,A
USGS,09521000,1918-10-25,8000,A
USGS,09521000,1918-10-26,7900,A
USGS,09521000,1918-10-27,8200,A
USGS,09521000,1918-10-28,8500,A
USGS,09521000,1918-10-29,7000,A
USGS,09521000,1918-10-30,7300,A
USGS,09521000,1918-10-31,8900,A
USGS,09521000,1918-11-01,9200,A
USGS,09521000,1918-11-02,9000,A
USGS,09521000,1918-11-03,8000,A
USGS,09521000,1918-11-04,7600,A
USGS,09521000,1918-11-05,7800,A
USGS,09521000,1918-11-06,8000,A
USGS,09521000,1918-11-07,7800,A
USGS,09521000,1918-11-08,7800,A
USGS,09521000,1918-11-09,8100,A
USGS,09521000,1918-11-10,8100,A
USGS,09521000,1918-11-11,8200,A
USGS,09521000,1918-11-12,8300,A
USGS,09521000,1918-11-13,8500,A
USGS,09521000,1918-11-14,8400,A
USGS,09521000,1918-11-15,8300,A
USGS,09521000,1918-11-16,8200,A
USGS,09521000,1918-11-17,8000,A
USGS,09521000,1918-11-18,7300,A
USGS,09521000,1918-11-19,7400,A
USGS,09521000,1918-11-20,7600,A
USGS,09521000,1918-11-21,7300,A
USGS,09521000,1918-11-22,7600,A
USGS,09521000,1918-11-23,7800,A
USGS,09521000,1918-11-24,8400,A
USGS,09521000,1918-11-25,8300,A
USGS,09521000,1918-11-26,8200,A
USGS,09521000,1918-11-27,8300,A
USGS,09521000,1918-11-28,8200,A
USGS,09521000,1918-11-29,8100,A
USGS,09521000,1918-11-30,7800,A
USGS,09521000,1918-12-01,7600,A
USGS,09521000,1918-12-02,7200,A
USGS,09521000,1918-12-03,7300,A
USGS,09521000,1918-12-04,7300,A
USGS,09521000,1918-12-05,7400,A
USGS,09521000,1918-12-06,7600,A
USGS,09521000,1918-12-07,6900,A
USGS,09521000,1918-12-08,6900,A
USGS,09521000,1918-12-09,6800,A
USGS,09521000,1918-12-10,6800,A
USGS,09521000,1918-12-11,6800,A
USGS,09521000,1918-12-12,7000,A
USGS,09521000,1918-12-13,7800,A
USGS,09521000,1918-12-14,6900,A
USGS,09521000,1918-12-15,6800,A
USGS,09521000,1918-12-16,6700,A
USGS,09521000,1918-12-17,7100,A
USGS,09521000,1918-12-18,7200,A
USGS,09521000,1918-12-19,7500,A
USGS,09521000,1918-12-20,8400,A
USGS,09521000,1918-12-21,8300,A
USGS,09521000,1918-12-22,8300,A
USGS,09521000,1918-12-23,8200,A
USGS,09521000,1918-12-24,8300,A
USGS,09521000,1918-12-25,7400,A
USGS,09521000,1918-12-26,7200,A
USGS,09521000,1918-12-27,7200,A
USGS,09521000,1918-12-28,7100,A
USGS,09521000,1918-12-29,7200,A
USGS,09521000,1918-12-30,7200,A
USGS,09521000,1918-12-31,7200,A
USGS,09521000,1919-01-01,6200,A
USGS,09521000,1919-01-02,6000,A
USGS,09521000,1919-01-03,5000,A
USGS,09521000,1919-01-04,5100,A
USGS,09521000,1919-01-05,5100,A
USGS,09521000,1919-01-06,4800,A
USGS,09521000,1919-01-07,4200,A
USGS,09521000,1919-01-08,4000,A
USGS,09521000,1919-01-09,4400,A
USGS,09521000,1919-01-10,3600,A
USGS,09521000,1919-01-11,3800,A
USGS,09521000,1919-01-12,3600,A
USGS,09521000,1919-01-13,2300,A
USGS,09521000,1919-01-14,2000,A
USGS,09521000,1919-01-15,1900,A
USGS,09521000,1919-01-16,1800,A
USGS,09521000,1919-01-17,2300,A
USGS,09521000,1919-01-18,2300,A
USGS,09521000,1919-01-19,2200,A
USGS,09521000,1919-01-20,2300,A
USGS,09521000,1919-01-21,3900,A
USGS,09521000,1919-01-22,4100,A
USGS,09521000,1919-01-23,4100,A
USGS,09521000,1919-01-24,4200,A
USGS,09521000,1919-01-25,3300,A
USGS,09521000,1919-01-26,3500,A
USGS,09521000,1919-01-27,3300,A
USGS,09521000,1919-01-28,4200,A
USGS,09521000,1919-01-29,4300,A
USGS,09521000,1919-01-30,4400,A
USGS,09521000,1919-01-31,4400,A
USGS,09521000,1919-02-01,4700,A
USGS,09521000,1919-02-02,5000,A
USGS,09521000,1919-02-03,5300,A
USGS,09521000,1919-02-04,8200,A
USGS,09521000,1919-02-05,8800,A
USGS,09521000,1919-02-06,8500,A
USGS,09521000,1919-02-07,8600,A
USGS,09521000,1919-02-08,8200,A
USGS,09521000,1919-02-09,7600,A
USGS,09521000,1919-02-10,6300,A
USGS,09521000,1919-02-11,5800,A
USGS,09521000,1919-02-12,5800,A
USGS,09521000,1919-02-13,6100,A
USGS,09521000,1919-02-14,6200,A
USGS,09521000,1919-02-15,7500,A
USGS,09521000,1919-02-16,7600,A
USGS,09521000,1919-02-17,7500,A
USGS,09521000,1919-02-18,7200,A
USGS,09521000,1919-02-19,6900,A
USGS,09521000,1919-02-20,7400,A
USGS,09521000,1919-02-21,8900,A
USGS,09521000,1919-02-22,8700,A
USGS,09521000,1919-02-23,7700,A
USGS,09521000,1919-02-24,6700,A
USGS,09521000,1919-02-25,7500,A
USGS,09521000,1919-02-26,7500,A
USGS,09521000,1919-02-27,7300,A
USGS,09521000,1919-02-28,7200,A
USGS,09521000,1919-03-01,7600,A
USGS,09521000,1919-03-02,7500,A
USGS,09521000,1919-03-03,7300,A
USGS,09521000,1919-03-04,7000,A
USGS,09521000,1919-03-05,6800,A
USGS,09521000,1919-03-06,6800,A
USGS,09521000,1919-03-07,6700,A
USGS,09521000,1919-03-08,6800,A
USGS,09521000,1919-03-09,6900,A
USGS,09521000,1919-03-10,7000,A
USGS,09521000,1919-03-11,5600,A
USGS,09521000,1919-03-12,5700,A
USGS,09521000,1919-03-13,6500,A
USGS,09521000,1919-03-14,7400,A
USGS,09521000,1919-03-15,7600,A
USGS,09521000,1919-03-16,7500,A
USGS,09521000,1919-03-17,7300,A
USGS,09521000,1919-03-18,7000,A
USGS,09521000,1919-03-19,6700,A
USGS,09521000,1919-03-20,6500,A
USGS,09521000,1919-03-21,6600,A
USGS,09521000,1919-03-22,8700,A
USGS,09521000,1919-03-23,9200,A
USGS,09521000,1919-03-24,8900,A
USGS,09521000,1919-03-25,8900,A
USGS,09521000,1919-03-26,8900,A
USGS,09521000,1919-03-27,9200,A
USGS,09521000,1919-03-28,12000,A
USGS,09521000,1919-03-29,16800,A
USGS,09521000,1919-03-30,22400,A
USGS,09521000,1919-03-31,24100,A
USGS,09521000,1919-04-01,21300,A
USGS,09521000,1919-04-02,21200,A
