agency_cd,site_no,Date,Flow,Flow_cd
USGS,09521000,1904-01-01,3960,A
USGS,09521000,1904-01-02,3980,A
USGS,09521000,1904-01-03,3980,A
USGS,09521000,1904-01-04,3980,A
USGS,09521000,1904-01-05,4010,A
USGS,09521000,1904-01-06,3950,A
USGS,09521000,1904-01-07,3820,A
USGS,09521000,1904-01-08,3680,A
USGS,09521000,1904-01-09,3640,A
USGS,09521000,1904-01-10,3550,A
USGS,09521000,1904-01-11,3490,A
USGS,09521000,1904-01-12,3400,A
USGS,09521000,1904-01-13,3350,A
USGS,09521000,1904-01-14,3420,A
USGS,09521000,1904-01-15,3470,A
USGS,09521000,1904-01-16,3510,A
USGS,09521000,1904-01-17,3530,A
USGS,09521000,1904-01-18,3450,A
USGS,09521000,1904-01-19,3410,A
USGS,09521000,1904-01-20,3590,A
USGS,09521000,1904-01-21,3690,A
USGS,09521000,1904-01-22,3640,A
USGS,09521000,1904-01-23,3590,A
USGS,09521000,1904-01-24,3570,A
USGS,09521000,1904-01-25,3550,A
USGS,09521000,1904-01-26,3510,A
USGS,09521000,1904-01-27,3530,A
USGS,09521000,1904-01-28,3600,A
USGS,09521000,1904-01-29,3600,A
USGS,09521000,1904-01-30,3620,A
USGS,09521000,1904-01-31,3640,A
USGS,09521000,1904-02-01,3650,A
USGS,09521000,1904-02-02,3690,A
USGS,09521000,1904-02-03,3780,A
USGS,09521000,1904-02-04,3810,A
USGS,09521000,1904-02-05,3780,A
USGS,09521000,1904-02-06,3740,A
USGS,09521000,1904-02-07,3650,A
USGS,09521000,1904-02-08,3570,A
USGS,09521000,1904-02-09,3480,A
USGS,09521000,1904-02-10,3460,A
USGS,09521000,1904-02-11,3340,A
USGS,09521000,1904-02-12,3400,A
USGS,09521000,1904-02-13,3540,A
USGS,09521000,1904-02-14,3530,A
USGS,09521000,1904-02-15,3510,A
USGS,09521000,1904-02-16,3490,A
USGS,09521000,1904-02-17,3620,A
USGS,09521000,1904-02-18,3750,A
USGS,09521000,1904-02-19,3780,A
USGS,09521000,1904-02-20,3790,A
USGS,09521000,1904-02-21,3930,A
USGS,09521000,1904-02-22,4160,A
USGS,09521000,1904-02-23,4130,A
USGS,09521000,1904-02-24,4190,A
USGS,09521000,1904-02-25,4230,A
USGS,09521000,1904-02-26,4310,A
USGS,09521000,1904-02-27,4250,A
USGS,09521000,1904-02-28,4260,A
USGS,09521000,1904-02-29,4310,A
USGS,09521000,1904-03-01,4450,A
USGS,09521000,1904-03-02,4610,A
USGS,09521000,1904-03-03,4630,A
USGS,09521000,1904-03-04,4720,A
USGS,09521000,1904-03-05,4730,A
USGS,09521000,1904-03-06,4730,A
USGS,09521000,1904-03-07,4800,A
USGS,09521000,1904-03-08,4940,A
USGS,09521000,1904-03-09,5240,A
USGS,09521000,1904-03-10,5530,A
USGS,09521000,1904-03-11,5700,A
USGS,09521000,1904-03-12,5720,A
USGS,09521000,1904-03-13,8300,A
USGS,09521000,1904-03-14,9320,A
USGS,09521000,1904-03-15,8140,A
USGS,09521000,1904-03-16,7220,A
USGS,09521000,1904-03-17,7110,A
USGS,09521000,1904-03-18,6700,A
USGS,09521000,1904-03-19,6650,A
USGS,09521000,1904-03-20,6470,A
USGS,09521000,1904-03-21,6300,A
USGS,09521000,1904-03-22,5800,A
USGS,09521000,1904-03-23,5600,A
USGS,09521000,1904-03-24,5810,A
USGS,09521000,1904-03-25,5860,A
USGS,09521000,1904-03-26,5850,A
USGS,09521000,1904-03-27,5820,A
USGS,09521000,1904-03-28,6150,A
USGS,09521000,1904-03-29,6250,A
USGS,09521000,1904-03-30,6220,A
USGS,09521000,1904-03-31,5970,A
USGS,09521000,1904-04-01,5990,A
USGS,09521000,1904-04-02,5930,A
USGS,09521000,1904-04-03,5930,A
USGS,09521000,1904-04-04,5930,A
USGS,09521000,1904-04-05,6050,A
USGS,09521000,1904-04-06,6200,A
USGS,09521000,1904-04-07,7030,A
USGS,09521000,1904-04-08,7310,A
USGS,09521000,1904-04-09,6980,A
USGS,09521000,1904-04-10,6660,A
USGS,09521000,1904-04-11,6430,A
USGS,09521000,1904-04-12,6150,A
USGS,09521000,1904-04-13,6100,A
USGS,09521000,1904-04-14,5850,A
USGS,09521000,1904-04-15,5600,A
USGS,09521000,1904-04-16,5820,A
USGS,09521000,1904-04-17,5600,A
USGS,09521000,1904-04-18,5810,A
USGS,09521000,1904-04-19,6320,A
USGS,09521000,1904-04-20,6200,A
USGS,09521000,1904-04-21,5960,A
USGS,09521000,1904-04-22,6180,A
USGS,09521000,1904-04-23,6170,A
USGS,09521000,1904-04-24,6200,A
USGS,09521000,1904-04-25,7640,A
USGS,09521000,1904-04-26,13500,A
USGS,09521000,1904-04-27,16000,A
USGS,09521000,1904-04-28,17600,A
USGS,09521000,1904-04-29,19200,A
USGS,09521000,1904-04-30,19400,A
USGS,09521000,1904-05-01,19500,A
USGS,09521000,1904-05-02,18100,A
USGS,09521000,1904-05-03,18500,A
USGS,09521000,1904-05-04,18000,A
USGS,09521000,1904-05-05,17000,A
USGS,09521000,1904-05-06,17100,A
USGS,09521000,1904-05-07,18400,A
USGS,09521000,1904-05-08,19800,A
USGS,09521000,1904-05-09,20900,A
USGS,09521000,1904-05-10,24900,A
USGS,09521000,1904-05-11,25800,A
USGS,09521000,1904-05-12,24000,A
USGS,09521000,1904-05-13,24000,A
USGS,09521000,1904-05-14,22900,A
USGS,09521000,1904-05-15,22200,A
USGS,09521000,1904-05-16,23100,A
USGS,09521000,1904-05-17,23800,A
USGS,09521000,1904-05-18,23800,A
USGS,09521000,1904-05-19,25100,A
USGS,09521000,1904-05-20,29000,A
USGS,09521000,1904-05-21,32200,A
USGS,09521000,1904-05-22,32500,A
USGS,09521000,1904-05-23,32500,A
USGS,09521000,1904-05-24,34600,A
USGS,09521000,1904-05-25,35700,A
USGS,09521000,1904-05-26,38200,A
USGS,09521000,1904-05-27,40800,A
USGS,09521000,1904-05-28,43000,A
USGS,09521000,1904-05-29,43500,A
USGS,09521000,1904-05-30,43900,A
USGS,09521000,1904-05-31,45900,A
USGS,09521000,1904-06-01,47000,A
USGS,09521000,1904-06-02,46900,A
USGS,09521000,1904-06-03,48000,A
USGS,09521000,1904-06-04,49100,A
USGS,09521000,1904-06-05,49500,A
USGS,09521000,1904-06-06,49900,A
USGS,09521000,1904-06-07,51200,A
USGS,09521000,1904-06-08,49600,A
USGS,09521000,1904-06-09,49200,A
USGS,09521000,1904-06-10,47600,A
USGS,09521000,1904-06-11,45800,A
USGS,09521000,1904-06-12,44300,A
USGS,09521000,1904-06-13,42300,A
USGS,09521000,1904-06-14,35000,A
USGS,09521000,1904-06-15,34300,A
USGS,09521000,1904-06-16,34900,A
USGS,09521000,1904-06-17,38200,A
USGS,09521000,1904-06-18,32900,A
USGS,09521000,1904-06-19,38300,A
USGS,09521000,1904-06-20,40400,A
USGS,09521000,1904-06-21,42300,A
USGS,09521000,1904-06-22,43200,A
USGS,09521000,1904-06-23,44000,A
USGS,09521000,1904-06-24,45400,A
USGS,09521000,1904-06-25,45000,A
USGS,09521000,1904-06-26,44000,A
USGS,09521000,1904-06-27,43700,A
USGS,09521000,1904-06-28,44300,A
USGS,09521000,1904-06-29,44900,A
USGS,09521000,1904-06-30,43600,A
USGS,09521000,1904-07-01,38900,A
USGS,09521000,1904-07-02,35700,A
USGS,09521000,1904-07-03,34700,A
USGS,09521000,1904-07-04,33200,A
USGS,09521000,1904-07-05,32400,A
USGS,09521000,1904-07-06,32300,A
USGS,09521000,1904-07-07,32200,A
USGS,09521000,1904-07-08,30800,A
USGS,09521000,1904-07-09,27600,A
USGS,09521000,1904-07-10,24700,A
USGS,09521000,1904-07-11,23700,A
USGS,09521000,1904-07-12,23100,A
USGS,09521000,1904-07-13,22800,A
USGS,09521000,1904-07-14,22600,A
USGS,09521000,1904-07-15,22300,A
USGS,09521000,1904-07-16,21600,A
USGS,09521000,1904-07-17,21200,A
USGS,09521000,1904-07-18,21100,A
USGS,09521000,1904-07-19,20200,A
USGS,09521000,1904-07-20,18700,A
USGS,09521000,1904-07-21,18400,A
USGS,09521000,1904-07-22,17500,A
USGS,09521000,1904-07-23,16500,A
USGS,09521000,1904-07-24,15900,A
USGS,09521000,1904-07-25,15000,A
USGS,09521000,1904-07-26,15100,A
USGS,09521000,1904-07-27,14900,A
USGS,09521000,1904-07-28,16000,A
USGS,09521000,1904-07-29,14600,A
USGS,09521000,1904-07-30,14600,A
USGS,09521000,1904-07-31,16600,A
USGS,09521000,1904-08-01,16400,A
USGS,09521000,1904-08-02,16100,A
USGS,09521000,1904-08-03,16000,A
USGS,09521000,1904-08-04,16000,A
USGS,09521000,1904-08-05,15600,A
USGS,09521000,1904-08-06,15400,A
USGS,09521000,1904-08-07,16100,A
USGS,09521000,1904-08-08,16300,A
USGS,09521000,1904-08-09,17300,A
USGS,09521000,1904-08-10,17400,A
USGS,09521000,1904-08-11,17600,A
USGS,09521000,1904-08-12,17700,A
USGS,09521000,1904-08-13,17900,A
USGS,09521000,1904-08-14,17200,A
USGS,09521000,1904-08-15,16900,A
USGS,09521000,1904-08-16,16700,A
USGS,09521000,1904-08-17,16800,A
USGS,09521000,1904-08-18,15300,A
USGS,09521000,1904-08-19,13700,A
USGS,09521000,1904-08-20,14200,A
USGS,09521000,1904-08-21,13100,A
USGS,09521000,1904-08-22,13000,A
USGS,09521000,1904-08-23,13000,A
USGS,09521000,1904-08-24,23700,A
USGS,09521000,1904-08-25,23800,A
USGS,09521000,1904-08-26,18700,A
USGS,09521000,1904-08-27,18200,A
USGS,09521000,1904-08-28,18200,A
USGS,09521000,1904-08-29,20200,A
USGS,09521000,1904-08-30,24000,A
USGS,09521000,1904-08-31,19400,A
USGS,09521000,1904-09-01,18400,A
USGS,09521000,1904-09-02,18200,A
USGS,09521000,1904-09-03,18300,A
USGS,09521000,1904-09-04,18500,A
USGS,09521000,1904-09-05,18000,A
USGS,09521000,1904-09-06,18300,A
USGS,09521000,1904-09-07,18100,A
USGS,09521000,1904-09-08,16700,A
USGS,09521000,1904-09-09,15600,A
USGS,09521000,1904-09-10,14600,A
USGS,09521000,1904-09-11,13500,A
USGS,09521000,1904-09-12,13100,A
USGS,09521000,1904-09-13,12700,A
USGS,09521000,1904-09-14,12200,A
USGS,09521000,1904-09-15,11800,A
USGS,09521000,1904-09-16,9950,A
USGS,09521000,1904-09-17,9250,A
USGS,09521000,1904-09-18,9100,A
USGS,09521000,1904-09-19,8000,A
USGS,09521000,1904-09-20,7920,A
USGS,09521000,1904-09-21,7720,A
USGS,09521000,1904-09-22,7680,A
USGS,09521000,1904-09-23,7350,A
USGS,09521000,1904-09-24,7100,A
USGS,09521000,1904-09-25,6760,A
USGS,09521000,1904-09-26,6510,A
USGS,09521000,1904-09-27,6290,A
USGS,09521000,1904-09-28,5980,A
USGS,09521000,1904-09-29,5730,A
USGS,09521000,1904-09-30,5540,A
USGS,09521000,1904-10-01,5660,A
USGS,09521000,1904-10-02,5780,A
USGS,09521000,1904-10-03,5890,A
USGS,09521000,1904-10-04,6010,A
USGS,09521000,1904-10-05,7000,A
USGS,09521000,1904-10-06,12400,A
USGS,09521000,1904-10-07,9700,A
USGS,09521000,1904-10-08,9100,A
USGS,09521000,1904-10-09,9200,A
USGS,09521000,1904-10-10,11200,A
USGS,09521000,1904-10-11,10300,A
USGS,09521000,1904-10-12,10900,A
USGS,09521000,1904-10-13,15600,A
USGS,09521000,1904-10-14,19100,A
USGS,09521000,1904-10-15,21200,A
USGS,09521000,1904-10-16,23200,A
USGS,09521000,1904-10-17,21600,A
USGS,09521000,1904-10-18,19500,A
USGS,09521000,1904-10-19,14600,A
USGS,09521000,1904-10-20,13700,A
USGS,09521000,1904-10-21,12300,A
USGS,09521000,1904-10-22,11500,A
USGS,09521000,1904-10-23,10900,A
USGS,09521000,1904-10-24,10500,A
USGS,09521000,1904-10-25,10100,A
USGS,09521000,1904-10-26,9680,A
USGS,09521000,1904-10-27,9500,A
USGS,09521000,1904-10-28,9300,A
USGS,09521000,1904-10-29,8830,A
USGS,09521000,1904-10-30,8550,A
USGS,09521000,1904-10-31,8290,A
USGS,09521000,1904-11-01,7960,A
USGS,09521000,1904-11-02,7900,A
USGS,09521000,1904-11-03,7850,A
USGS,09521000,1904-11-04,7300,A
USGS,09521000,1904-11-05,6960,A
USGS,09521000,1904-11-06,6900,A
USGS,09521000,1904-11-07,6700,A
USGS,09521000,1904-11-08,6540,A
USGS,09521000,1904-11-09,6440,A
USGS,09521000,1904-11-10,6420,A
USGS,09521000,1904-11-11,6400,A
USGS,09521000,1904-11-12,6430,A
USGS,09521000,1904-11-13,6420,A
USGS,09521000,1904-11-14,6420,A
USGS,09521000,1904-11-15,6420,A
USGS,09521000,1904-11-16,6290,A
USGS,09521000,1904-11-17,6020,A
USGS,09521000,1904-11-18,5980,A
USGS,09521000,1904-11-19,5950,A
USGS,09521000,1904-11-20,5910,A
USGS,09521000,1904-11-21,5590,A
USGS,09521000,1904-11-22,5310,A
USGS,09521000,1904-11-23,5270,A
USGS,09521000,1904-11-24,5260,A
USGS,09521000,1904-11-25,5210,A
USGS,09521000,1904-11-26,5160,A
USGS,09521000,1904-11-27,5110,A
USGS,09521000,1904-11-28,4860,A
USGS,09521000,1904-11-29,4790,A
USGS,09521000,1904-11-30,4750,A
USGS,09521000,1904-12-01,5050,A
USGS,09521000,1904-12-02,5050,A
USGS,09521000,1904-12-03,5080,A
USGS,09521000,1904-12-04,4900,A
USGS,09521000,1904-12-05,4750,A
USGS,09521000,1904-12-06,5000,A
USGS,09521000,1904-12-07,5010,A
USGS,09521000,1904-12-08,5020,A
USGS,09521000,1904-12-09,4850,A
USGS,09521000,1904-12-10,4820,A
USGS,09521000,1904-12-11,4730,A
USGS,09521000,1904-12-12,4730,A
USGS,09521000,1904-12-13,4700,A
USGS,09521000,1904-12-14,4710,A
USGS,09521000,1904-12-15,4680,A
USGS,09521000,1904-12-16,4680,A
USGS,09521000,1904-12-17,4750,A
USGS,09521000,1904-12-18,4800,A
USGS,09521000,1904-12-19,4820,A
USGS,09521000,1904-12-20,4650,A
USGS,09521000,1904-12-21,4400,A
USGS,09521000,1904-12-22,4150,A
USGS,09521000,1904-12-23,3820,A
USGS,09521000,1904-12-24,3640,A
USGS,09521000,1904-12-25,3570,A
USGS,09521000,1904-12-26,3480,A
USGS,09521000,1904-12-27,3480,A
USGS,09521000,1904-12-28,3490,A
USGS,09521000,1904-12-29,3930,A
USGS,09521000,1904-12-30,4100,A
USGS,09521000,1904-12-31,3960,A
USGS,09521000,1905-01-01,3750,A
USGS,09521000,1905-01-02,3750,A
USGS,09521000,1905-01-03,3800,A
USGS,09521000,1905-01-04,3990,A
USGS,09521000,1905-01-05,4300,A
USGS,09521000,1905-01-06,4570,A
USGS,09521000,1905-01-07,4700,A
USGS,09521000,1905-01-08,4500,A
USGS,09521000,1905-01-09,4170,A
USGS,09521000,1905-01-10,16100,A
USGS,09521000,1905-01-11,6400,A
USGS,09521000,1905-01-12,6300,A
USGS,09521000,1905-01-13,6350,A
USGS,09521000,1905-01-14,7000,A
USGS,09521000,1905-01-15,8370,A
USGS,09521000,1905-01-16,8600,A
USGS,09521000,1905-01-17,20100,A
USGS,09521000,1905-01-18,27500,A
USGS,09521000,1905-01-19,19300,A
USGS,09521000,1905-01-20,12100,A
USGS,09521000,1905-01-21,9300,A
USGS,09521000,1905-01-22,10200,A
USGS,09521000,1905-01-23,7860,A
USGS,09521000,1905-01-24,7900,A
USGS,09521000,1905-01-25,7030,A
USGS,09521000,1905-01-26,6770,A
USGS,09521000,1905-01-27,6250,A
USGS,09521000,1905-01-28,5730,A
USGS,09521000,1905-01-29,5400,A
USGS,09521000,1905-01-30,5070,A
USGS,09521000,1905-01-31,4900,A
USGS,09521000,1905-02-01,5800,A
USGS,09521000,1905-02-02,6050,A
USGS,09521000,1905-02-03,6500,A
USGS,09521000,1905-02-04,6630,A
USGS,09521000,1905-02-05,9800,A
USGS,09521000,1905-02-06,16600,A
USGS,09521000,1905-02-07,9400,A
USGS,09521000,1905-02-08,62100,A
USGS,09521000,1905-02-09,82800,A
USGS,09521000,1905-02-10,52600,A
USGS,09521000,1905-02-11,37300,A
USGS,09521000,1905-02-12,29700,A
USGS,09521000,1905-02-13,22800,A
USGS,09521000,1905-02-14,21900,A
USGS,09521000,1905-02-15,22500,A
USGS,09521000,1905-02-16,18600,A
USGS,09521000,1905-02-17,14600,A
USGS,09521000,1905-02-18,16500,A
USGS,09521000,1905-02-19,31500,A
USGS,09521000,1905-02-20,47000,A
USGS,09521000,1905-02-21,54200,A
USGS,09521000,1905-02-22,54700,A
USGS,09521000,1905-02-23,33000,A
USGS,09521000,1905-02-24,22000,A
USGS,09521000,1905-02-25,18900,A
USGS,09521000,1905-02-26,30500,A
USGS,09521000,1905-02-27,27700,A
USGS,09521000,1905-02-28,25000,A
USGS,09521000,1905-03-01,29100,A
USGS,09521000,1905-03-02,39300,A
USGS,09521000,1905-03-03,70200,A
USGS,09521000,1905-03-04,70200,A
USGS,09521000,1905-03-05,51100,A
USGS,09521000,1905-03-06,44300,A
USGS,09521000,1905-03-07,44100,A
USGS,09521000,1905-03-08,43100,A
USGS,09521000,1905-03-09,36400,A
USGS,09521000,1905-03-10,34400,A
USGS,09521000,1905-03-11,38600,A
USGS,09521000,1905-03-12,42000,A
USGS,09521000,1905-03-13,38900,A
USGS,09521000,1905-03-14,32000,A
USGS,09521000,1905-03-15,36700,A
USGS,09521000,1905-03-16,60600,A
USGS,09521000,1905-03-17,65800,A
USGS,09521000,1905-03-18,62400,A
USGS,09521000,1905-03-19,73400,A
USGS,09521000,1905-03-20,111000,A
USGS,09521000,1905-03-21,104000,A
USGS,09521000,1905-03-22,91200,A
USGS,09521000,1905-03-23,76900,A
USGS,09521000,1905-03-24,58600,A
USGS,09521000,1905-03-25,43100,A
USGS,09521000,1905-03-26,34600,A
USGS,09521000,1905-03-27,31000,A
USGS,09521000,1905-03-28,29500,A
USGS,09521000,1905-03-29,26900,A
USGS,09521000,1905-03-30,24400,A
USGS,09521000,1905-03-31,23500,A
USGS,09521000,1905-04-01,20700,A
USGS,09521000,1905-04-02,20100,A
USGS,09521000,1905-04-03,19500,A
USGS,09521000,1905-04-04,19500,A
USGS,09521000,1905-04-05,21000,A
USGS,09521000,1905-04-06,30100,A
USGS,09521000,1905-04-07,29800,A
USGS,09521000,1905-04-08,25800,A
USGS,09521000,1905-04-09,24800,A
USGS,09521000,1905-04-10,24900,A
USGS,09521000,1905-04-11,23000,A
USGS,09521000,1905-04-12,26100,A
USGS,09521000,1905-04-13,45800,A
USGS,09521000,1905-04-14,93800,A
USGS,09521000,1905-04-15,97500,A
USGS,09521000,1905-04-16,70100,A
USGS,09521000,1905-04-17,45000,A
USGS,09521000,1905-04-18,43600,A
USGS,09521000,1905-04-19,45100,A
USGS,09521000,1905-04-20,43400,A
USGS,09521000,1905-04-21,39500,A
USGS,09521000,1905-04-22,35900,A
USGS,09521000,1905-04-23,33900,A
USGS,09521000,1905-04-24,31700,A
USGS,09521000,1905-04-25,33000,A
USGS,09521000,1905-04-26,37200,A
USGS,09521000,1905-04-27,41600,A
USGS,09521000,1905-04-28,39000,A
USGS,09521000,1905-04-29,35000,A
USGS,09521000,1905-04-30,38700,A
USGS,09521000,1905-05-01,41500,A
USGS,09521000,1905-05-02,39700,A
USGS,09521000,1905-05-03,39700,A
USGS,09521000,1905-05-04,37300,A
USGS,09521000,1905-05-05,37100,A
USGS,09521000,1905-05-06,37400,A
USGS,09521000,1905-05-07,38000,A
USGS,09521000,1905-05-08,40100,A
USGS,09521000,1905-05-09,46000,A
USGS,09521000,1905-05-10,49200,A
USGS,09521000,1905-05-11,52000,A
USGS,09521000,1905-05-12,48000,A
USGS,09521000,1905-05-13,38800,A
USGS,09521000,1905-05-14,37800,A
USGS,09521000,1905-05-15,37300,A
USGS,09521000,1905-05-16,37300,A
USGS,09521000,1905-05-17,37000,A
USGS,09521000,1905-05-18,33900,A
USGS,09521000,1905-05-19,34200,A
USGS,09521000,1905-05-20,34600,A
USGS,09521000,1905-05-21,35700,A
USGS,09521000,1905-05-22,37000,A
USGS,09521000,1905-05-23,38400,A
USGS,09521000,1905-05-24,41500,A
USGS,09521000,1905-05-25,43700,A
USGS,09521000,1905-05-26,45300,A
USGS,09521000,1905-05-27,47600,A
USGS,09521000,1905-05-28,51100,A
USGS,09521000,1905-05-29,54800,A
USGS,09521000,1905-05-30,56300,A
USGS,09521000,1905-05-31,59000,A
USGS,09521000,1905-06-01,61500,A
USGS,09521000,1905-06-02,65300,A
USGS,09521000,1905-06-03,68200,A
USGS,09521000,1905-06-04,67900,A
USGS,09521000,1905-06-05,67600,A
USGS,09521000,1905-06-06,67600,A
USGS,09521000,1905-06-07,69500,A
USGS,09521000,1905-06-08,72900,A
USGS,09521000,1905-06-09,70300,A
USGS,09521000,1905-06-10,69600,A
USGS,09521000,1905-06-11,71000,A
USGS,09521000,1905-06-12,72600,A
USGS,09521000,1905-06-13,76000,A
USGS,09521000,1905-06-14,82000,A
USGS,09521000,1905-06-15,82000,A
USGS,09521000,1905-06-16,83000,A
USGS,09521000,1905-06-17,86000,A
USGS,09521000,1905-06-18,88500,A
USGS,09521000,1905-06-19,94300,A
USGS,09521000,1905-06-20,91500,A
USGS,09521000,1905-06-21,92400,A
USGS,09521000,1905-06-22,92400,A
USGS,09521000,1905-06-23,89800,A
USGS,09521000,1905-06-24,84800,A
USGS,09521000,1905-06-25,82000,A
USGS,09521000,1905-06-26,77600,A
USGS,09521000,1905-06-27,73500,A
USGS,09521000,1905-06-28,68500,A
USGS,09521000,1905-06-29,64400,A
USGS,09521000,1905-06-30,61500,A
USGS,09521000,1905-07-01,57800,A
USGS,09521000,1905-07-02,55500,A
USGS,09521000,1905-07-03,50600,A
USGS,09521000,1905-07-04,45000,A
USGS,09521000,1905-07-05,45000,A
USGS,09521000,1905-07-06,42400,A
USGS,09521000,1905-07-07,40100,A
USGS,09521000,1905-07-08,37200,A
USGS,09521000,1905-07-09,35500,A
USGS,09521000,1905-07-10,33000,A
USGS,09521000,1905-07-11,32100,A
USGS,09521000,1905-07-12,31700,A
USGS,09521000,1905-07-13,30900,A
USGS,09521000,1905-07-14,29500,A
USGS,09521000,1905-07-15,27700,A
USGS,09521000,1905-07-16,28300,A
USGS,09521000,1905-07-17,31100,A
USGS,09521000,1905-07-18,25300,A
USGS,09521000,1905-07-19,22300,A
USGS,09521000,1905-07-20,22300,A
USGS,09521000,1905-07-21,22000,A
USGS,09521000,1905-07-22,21500,A
USGS,09521000,1905-07-23,20900,A
USGS,09521000,1905-07-24,20800,A
USGS,09521000,1905-07-25,20700,A
USGS,09521000,1905-07-26,20500,A
USGS,09521000,1905-07-27,19700,A
USGS,09521000,1905-07-28,18900,A
USGS,09521000,1905-07-29,17200,A
USGS,09521000,1905-07-30,17500,A
USGS,09521000,1905-07-31,16800,A
USGS,09521000,1905-08-01,16400,A
USGS,09521000,1905-08-02,15800,A
USGS,09521000,1905-08-03,14700,A
USGS,09521000,1905-08-04,13600,A
USGS,09521000,1905-08-05,12900,A
USGS,09521000,1905-08-06,14200,A
USGS,09521000,1905-08-07,15900,A
USGS,09521000,1905-08-08,17500,A
USGS,09521000,1905-08-09,16800,A
USGS,09521000,1905-08-10,16200,A
USGS,09521000,1905-08-11,17000,A
USGS,09521000,1905-08-12,16900,A
USGS,09521000,1905-08-13,16200,A
USGS,09521000,1905-08-14,16000,A
USGS,09521000,1905-08-15,14500,A
USGS,09521000,1905-08-16,13800,A
USGS,09521000,1905-08-17,11900,A
USGS,09521000,1905-08-18,10300,A
USGS,09521000,1905-08-19,9760,A
USGS,09521000,1905-08-20,9350,A
USGS,09521000,1905-08-21,8690,A
USGS,09521000,1905-08-22,8100,A
USGS,09521000,1905-08-23,7800,A
USGS,09521000,1905-08-24,7550,A
USGS,09521000,1905-08-25,7380,A
USGS,09521000,1905-08-26,7240,A
USGS,09521000,1905-08-27,7240,A
USGS,09521000,1905-08-28,7010,A
USGS,09521000,1905-08-29,6850,A
USGS,09521000,1905-08-30,10300,A
USGS,09521000,1905-08-31,7500,A
USGS,09521000,1905-09-01,6440,A
USGS,09521000,1905-09-02,6280,A
USGS,09521000,1905-09-03,6250,A
USGS,09521000,1905-09-04,6460,A
USGS,09521000,1905-09-05,6160,A
USGS,09521000,1905-09-06,5640,A
USGS,09521000,1905-09-07,5060,A
USGS,09521000,1905-09-08,5660,A
USGS,09521000,1905-09-09,6050,A
USGS,09521000,1905-09-10,8000,A
USGS,09521000,1905-09-11,7630,A
USGS,09521000,1905-09-12,6900,A
USGS,09521000,1905-09-13,7710,A
USGS,09521000,1905-09-14,9670,A
USGS,09521000,1905-09-15,8900,A
USGS,09521000,1905-09-16,7700,A
USGS,09521000,1905-09-17,7000,A
USGS,09521000,1905-09-18,6740,A
USGS,09521000,1905-09-19,6720,A
USGS,09521000,1905-09-20,7130,A
USGS,09521000,1905-09-21,6700,A
USGS,09521000,1905-09-22,6080,A
USGS,09521000,1905-09-23,6060,A
USGS,09521000,1905-09-24,5890,A
USGS,09521000,1905-09-25,5740,A
USGS,09521000,1905-09-26,5260,A
USGS,09521000,1905-09-27,5270,A
USGS,09521000,1905-09-28,5280,A
USGS,09521000,1905-09-29,5290,A
USGS,09521000,1905-09-30,5260,A
USGS,09521000,1905-10-01,5240,A
USGS,09521000,1905-10-02,5220,A
USGS,09521000,1905-10-03,6140,A
USGS,09521000,1905-10-04,7170,A
USGS,09521000,1905-10-05,8250,A
USGS,09521000,1905-10-06,7300,A
USGS,09521000,1905-10-07,13100,A
USGS,09521000,1905-10-08,13600,A
USGS,09521000,1905-10-09,15500,A
USGS,09521000,1905-10-10,14100,A
USGS,09521000,1905-10-11,13000,A
USGS,09521000,1905-10-12,12100,A
USGS,09521000,1905-10-13,10700,A
USGS,09521000,1905-10-14,9100,A
USGS,09521000,1905-10-15,8650,A
USGS,09521000,1905-10-16,8290,A
USGS,09521000,1905-10-17,7500,A
USGS,09521000,1905-10-18,6950,A
USGS,09521000,1905-10-19,6780,A
USGS,09521000,1905-10-20,6700,A
USGS,09521000,1905-10-21,6400,A
USGS,09521000,1905-10-22,6100,A
USGS,09521000,1905-10-23,6020,A
USGS,09521000,1905-10-24,6000,A
USGS,09521000,1905-10-25,5970,A
USGS,09521000,1905-10-26,5750,A
USGS,09521000,1905-10-27,5510,A
USGS,09521000,1905-10-28,5400,A
USGS,09521000,1905-10-29,5540,A
USGS,09521000,1905-10-30,5670,A
USGS,09521000,1905-10-31,5580,A
USGS,09521000,1905-11-01,5620,A
USGS,09521000,1905-11-02,5720,A
USGS,09521000,1905-11-03,5810,A
USGS,09521000,1905-11-04,5750,A
USGS,09521000,1905-11-05,5700,A
USGS,09521000,1905-11-06,5710,A
USGS,09521000,1905-11-07,5860,A
USGS,09521000,1905-11-08,6360,A
USGS,09521000,1905-11-09,6630,A
USGS,09521000,1905-11-10,6680,A
USGS,09521000,1905-11-11,6550,A
USGS,09521000,1905-11-12,6950,A
USGS,09521000,1905-11-13,6310,A
USGS,09521000,1905-11-14,6050,A
USGS,09521000,1905-11-15,6500,A
USGS,09521000,1905-11-16,6790,A
USGS,09521000,1905-11-17,6640,A
USGS,09521000,1905-11-18,6560,A
USGS,09521000,1905-11-19,6320,A
USGS,09521000,1905-11-20,6240,A
USGS,09521000,1905-11-21,6320,A
USGS,09521000,1905-11-22,6400,A
USGS,09521000,1905-11-23,6500,A
USGS,09521000,1905-11-24,6520,A
USGS,09521000,1905-11-25,6550,A
USGS,09521000,1905-11-26,6580,A
USGS,09521000,1905-11-27,6650,A
USGS,09521000,1905-11-28,24500,A
